,mol,Eafw,enan,rxn_smiles,rxn_smiles_mapped
180,2ebp3,6.755139487999999,R,[Si@OH27-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1,[Si@OH27-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:52]([H:57])[c:56]([H:58])[c:54]([H:59])[c:55]([H:60])[c:53]3[H:61])[c:29]2[C:44]([F:46])([F:47])[F:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:62]([H:67])[c:66]([H:68])[c:64]([H:69])[c:65]([H:70])[c:63]3[H:71])[c:28]([C:41]([F:49])([F:50])[F:51])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:52]([H:57])[c:56]([H:58])[c:54]([H:59])[c:55]([H:60])[c:53]3[H:61])[c:29]2[C:44]([F:46])([F:47])[F:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:62]([H:67])[c:66]([H:68])[c:64]([H:69])[c:65]([H:70])[c:63]3[H:71])[c:28]([C:41]([F:49])([F:50])[F:51])[n+:43]2[O:25]1
181,2ebp4,9.538144005,R,[Si@OH2-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1,[Si@OH2-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:52]([H:57])[c:56]([H:58])[c:54]([H:59])[c:55]([H:60])[c:53]3[H:61])[c:29]2[C:44]([F:46])([F:47])[F:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:62]([H:67])[c:66]([H:68])[c:64]([H:69])[c:65]([H:70])[c:63]3[H:71])[c:28]([C:41]([F:49])([F:50])[F:51])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:52]([H:57])[c:56]([H:58])[c:54]([H:59])[c:55]([H:60])[c:53]3[H:61])[c:29]2[C:44]([F:46])([F:47])[F:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:62]([H:67])[c:66]([H:68])[c:64]([H:69])[c:65]([H:70])[c:63]3[H:71])[c:28]([C:41]([F:49])([F:50])[F:51])[n+:43]2[O:25]1
182,2ebp5,10.6105577,R,[Si@OH30-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1>>[Si]([O][C@]([c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]1[c](-[c]2[c]([H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O-])[c]([H])[c]([H])[c](-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[c]1[C]([F])([F])[F],[Si@OH30-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]3[c:52]([H:57])[c:56]([H:58])[c:54]([H:59])[c:55]([H:60])[c:53]3[H:61])[c:29]2[C:44]([F:46])([F:47])[F:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:62]([H:67])[c:66]([H:68])[c:64]([H:69])[c:65]([H:70])[c:63]3[H:71])[c:28]([C:41]([F:49])([F:50])[F:51])[n+:43]2[O:25]1>>[Si:1]([O:2][C@:3]([c:4]1[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]1[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]1[c:26](-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35](-[c:40]3[c:62]([H:67])[c:66]([H:68])[c:64]([H:69])[c:65]([H:70])[c:63]3[H:71])[c:28]([C:41]([F:49])([F:50])[F:51])[n+:43]2[O-:25])[c:31]([H:36])[c:32]([H:37])[c:30](-[c:45]2[c:52]([H:57])[c:56]([H:58])[c:54]([H:59])[c:55]([H:60])[c:53]2[H:61])[c:29]1[C:44]([F:46])([F:47])[F:48]
183,2eMebp1,8.441884953999999,R,[Si@OH14-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1>>[Si]([O][C@]([c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]1[c](-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O-])[c]([C]([H])([H])[H])[c]([H])[c](-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[c]1[C]([F])([F])[F],[Si@OH14-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:70]([H:71])([H:72])[H:73])[c:32]([H:36])[c:30](-[c:43]3[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]3[H:59])[c:29]2[C:42]([F:44])([F:45])[F:46])-[c:27]2[c:33]([C:74]([H:75])([H:76])[H:77])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O:25]1>>[Si:1]([O:2][C@:3]([c:4]1[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]1[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:40]1[c:26](-[c:27]2[c:33]([C:74]([H:75])([H:76])[H:77])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O-:25])[c:31]([C:70]([H:71])([H:72])[H:73])[c:32]([H:36])[c:30](-[c:43]2[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]2[H:59])[c:29]1[C:42]([F:44])([F:45])[F:46]
184,2eMebp2,5.972635173,R,[Si@OH28-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1>>[Si]([O][C@]([c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]1[c](-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O-])[c]([C]([H])([H])[H])[c]([H])[c](-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[c]1[C]([F])([F])[F],[Si@OH28-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:70]([H:71])([H:72])[H:73])[c:32]([H:36])[c:30](-[c:43]3[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]3[H:59])[c:29]2[C:42]([F:44])([F:45])[F:46])-[c:27]2[c:33]([C:74]([H:75])([H:76])[H:77])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O:25]1>>[Si:1]([O:2][C@:3]([c:4]1[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]1[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:25][n+:41]1[c:27](-[c:26]2[c:31]([C:70]([H:71])([H:72])[H:73])[c:32]([H:36])[c:30](-[c:43]3[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]3[H:59])[c:29]([C:42]([F:44])([F:45])[F:46])[n+:40]2[O-:24])[c:33]([C:74]([H:75])([H:76])[H:77])[c:34]([H:37])[c:35](-[c:38]2[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]2[H:69])[c:28]1[C:39]([F:47])([F:48])[F:49]
185,2eMebp3,6.529863587,R,[Si@OH22-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1,[Si@OH22-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:70]([H:71])([H:72])[H:73])[c:32]([H:36])[c:30](-[c:43]3[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]3[H:59])[c:29]2[C:42]([F:44])([F:45])[F:46])-[c:27]2[c:33]([C:74]([H:75])([H:76])[H:77])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O:25]1>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:70]([H:71])([H:72])[H:73])[c:32]([H:36])[c:30](-[c:43]3[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]3[H:59])[c:29]2[C:42]([F:44])([F:45])[F:46])-[c:27]2[c:33]([C:74]([H:75])([H:76])[H:77])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O:25]1
186,2eMebp4,12.89845724,R,[Si@OH25-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1,[Si@OH25-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:70]([H:71])([H:72])[H:73])[c:32]([H:36])[c:30](-[c:43]3[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]3[H:59])[c:29]2[C:42]([F:44])([F:45])[F:46])-[c:27]2[c:33]([C:74]([H:75])([H:76])[H:77])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O:25]1>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:70]([H:71])([H:72])[H:73])[c:32]([H:36])[c:30](-[c:43]3[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]3[H:59])[c:29]2[C:42]([F:44])([F:45])[F:46])-[c:27]2[c:33]([C:74]([H:75])([H:76])[H:77])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O:25]1
187,2eMebp5,10.961963,R,[Si@OH1-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1>>[Si-]1([O][C@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1,[Si@OH1-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:74]([H:75])([H:76])[H:77])[c:32]([H:36])[c:30](-[c:43]3[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]3[H:59])[c:29]2[C:42]([F:44])([F:45])[F:46])-[c:27]2[c:33]([C:70]([H:71])([H:72])[H:73])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O:25]1>>[Si-:1]1([O:2][C@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:74]([H:75])([H:76])[H:77])[c:32]([H:36])[c:30](-[c:43]3[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]3[H:59])[c:29]2[C:42]([F:44])([F:45])[F:46])-[c:27]2[c:33]([C:70]([H:71])([H:72])[H:73])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O:25]1
188,2eMebp1,8.901849398,S,[Si@OH14-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1>>[Si]([O][C@@]([c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]1[c](-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O-])[c]([C]([H])([H])[H])[c]([H])[c](-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[c]1[C]([F])([F])[F],[Si@OH14-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:70]([H:71])([H:72])[H:73])[c:32]([H:36])[c:30](-[c:43]3[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]3[H:59])[c:29]2[C:42]([F:44])([F:45])[F:46])-[c:27]2[c:33]([C:74]([H:75])([H:76])[H:77])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O:25]1>>[Si:1]([O:2][C@@:3]([c:4]1[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]1[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:40]1[c:26](-[c:27]2[c:33]([C:74]([H:75])([H:76])[H:77])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O-:25])[c:31]([C:70]([H:71])([H:72])[H:73])[c:32]([H:36])[c:30](-[c:43]2[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]2[H:59])[c:29]1[C:42]([F:44])([F:45])[F:46]
189,2eMebp2,5.992087967000001,S,[Si@OH28-2]1([O+]=[C]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[H])([C](=[C]=[C]([H])[H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1>>[Si-]1([O][C@@]([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])([H])[C]([C]#[C][H])([H])[H])([Cl])([Cl])[O][n+]2[c]([c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]2[C]([F])([F])[F])-[c]2[c]([C]([H])([H])[H])[c]([H])[c](-[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[c]([C]([F])([F])[F])[n+]2[O]1,[Si@OH28-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:70]([H:71])([H:72])[H:73])[c:32]([H:36])[c:30](-[c:43]3[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]3[H:59])[c:29]2[C:42]([F:44])([F:45])[F:46])-[c:27]2[c:33]([C:74]([H:75])([H:76])[H:77])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O:25]1>>[Si-:1]1([O:2][C@@:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:40]2[c:26]([c:31]([C:70]([H:71])([H:72])[H:73])[c:32]([H:36])[c:30](-[c:43]3[c:50]([H:55])[c:54]([H:56])[c:52]([H:57])[c:53]([H:58])[c:51]3[H:59])[c:29]2[C:42]([F:44])([F:45])[F:46])-[c:27]2[c:33]([C:74]([H:75])([H:76])[H:77])[c:34]([H:37])[c:35](-[c:38]3[c:60]([H:65])[c:64]([H:66])[c:62]([H:67])[c:63]([H:68])[c:61]3[H:69])[c:28]([C:39]([F:47])([F:48])[F:49])[n+:41]2[O:25]1
