,Unnamed: 0,idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family,rxn_smiles,rxn_smiles_random,rxn_smiles_rxnmapper,rxn_smiles_nomapping
694,694,697,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[c:6]1[H:13])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:13])[C+:3]([H:10])[N:4]([H:11])[C:5]([H:12])=[C-:6]1)([H:7])([H:8])[H:9],"InChI=1S/C5H7N/c1-5-2-3-6-4-5/h2-4,6H,1H3","InChI=1S/C5H7N/c1-5-2-3-6-4-5/h3-6H,1H3/t5-/m0/s1",80.25066,76.45504,,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[c:6]1[H:13])([H:7])([H:8])[H:9]>>[C:1]([C@:2]1([H:13])[C+:3]([H:10])[N:4]([H:11])[C:5]([H:12])=[C-:6]1)([H:7])([H:8])[H:9],[c:1]1([H:10])[n:4]([H:9])[c:2]([H:7])[c:6]([C:3]([H:8])([H:12])[H:13])[c:5]1[H:11]>>[C:1]([C@:2]1([H:13])[C+:3]([H:10])[N:4]([H:11])[C:5]([H:12])=[C-:6]1)([H:7])([H:8])[H:9],[CH3:1][c:2]1[cH:3][cH:4][nH:5][cH:6]1>>[CH3:1][C@H:2]1[C-:3]=[CH:4][NH:5][CH+:6]1,[C]([c]1[c]([H])[n]([H])[c]([H])[c]1[H])([H])([H])[H]>>[C]([C@]1([H])[C+]([H])[N]([H])[C]([H])=[C-]1)([H])([H])[H]
695,695,698,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[c:6]1[H:13])([H:7])([H:8])[H:9],[C:1]([C@@:2]12[C@@:3]3([H:10])[N:4]([H:11])[C@:5]1([H:12])[C@@:6]23[H:13])([H:7])([H:8])[H:9],"InChI=1S/C5H7N/c1-5-2-3-6-4-5/h2-4,6H,1H3","InChI=1S/C5H7N/c1-5-2-3(5)6-4(2)5/h2-4,6H,1H3/t2-,3-,4+,5+",129.29485,90.57629,,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[c:6]1[H:13])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]12[C@@:3]3([H:10])[N:4]([H:11])[C@:5]1([H:12])[C@@:6]23[H:13])([H:7])([H:8])[H:9],[c:1]1([H:10])[n:4]([H:8])[c:3]([H:9])[c:6]([C:2]([H:7])([H:11])[H:13])[c:5]1[H:12]>>[C:1]([C@@:2]12[C@@:3]3([H:10])[N:4]([H:11])[C@:5]1([H:12])[C@@:6]23[H:13])([H:7])([H:8])[H:9],[CH3:1][c:2]1[cH:3][cH:4][nH:5][cH:6]1>>[CH3:1][C@:2]12[C@@H:3]3[C@H:4]1[NH:5][C@H:6]23,[C]([c]1[c]([H])[n]([H])[c]([H])[c]1[H])([H])([H])[H]>>[C]([C@@]12[C@@]3([H])[N]([H])[C@]1([H])[C@@]23[H])([H])([H])[H]
696,696,699,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[c:6]1[H:13])([H:7])([H:8])[H:9],[C:1]([C@:3]1([H:10])[C-:2]=[C:6]([H:13])[C+:5]([H:12])[N:4]1[H:11])([H:7])([H:8])[H:9],"InChI=1S/C5H7N/c1-5-2-3-6-4-5/h2-4,6H,1H3","InChI=1S/C5H7N/c1-5-3-2-4-6-5/h2,4-6H,1H3/t5-/m1/s1",86.30077,63.53739,,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[c:6]1[H:13])([H:7])([H:8])[H:9]>>[C:1]([C@:3]1([H:10])[C-:2]=[C:6]([H:13])[C+:5]([H:12])[N:4]1[H:11])([H:7])([H:8])[H:9],[C:1]([c:5]1[c:3]([H:8])[n:4]([H:7])[c:2]([H:12])[c:6]1[H:13])([H:9])([H:10])[H:11]>>[C:1]([C@:3]1([H:10])[C-:2]=[C:6]([H:13])[C+:5]([H:12])[N:4]1[H:11])([H:7])([H:8])[H:9],[CH3:1][c:2]1[cH:3][cH:4][nH:6][cH:5]1>>[CH3:1][C@@H:2]1[C-:3]=[CH:4][CH+:5][NH:6]1,[C]([c]1[c]([H])[n]([H])[c]([H])[c]1[H])([H])([H])[H]>>[C]([C@]1([H])[C-]=[C]([H])[C+]([H])[N]1[H])([H])([H])[H]
697,697,700,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[c:6]1[H:13])([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:3]([H:10])[N:4]([H:11])[C:5][C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],"InChI=1S/C5H7N/c1-5-2-3-6-4-5/h2-4,6H,1H3","InChI=1S/C5H7N/c1-5-2-3-6-4-5/h4,6H,2H2,1H3",61.62024,47.69793,Singlet_Carbene_Intra_Disproportionation,[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[c:6]1[H:13])([H:7])([H:8])[H:9]>>[C:1]([C:2]1=[C:3]([H:10])[N:4]([H:11])[C:5][C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[c:1]1([C:6]([H:7])([H:9])[H:13])[c:2]([H:11])[c:5]([H:10])[n:4]([H:8])[c:3]1[H:12]>>[C:1]([C:2]1=[C:3]([H:10])[N:4]([H:11])[C:5][C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[CH3:1][c:2]1[cH:3][nH:4][cH:5][cH:6]1>>[CH3:1][C:2]1=[CH:3][NH:4][C:5][CH2:6]1,[C]([c]1[c]([H])[n]([H])[c]([H])[c]1[H])([H])([H])[H]>>[C]([C]1=[C]([H])[N]([H])[C][C]1([H])[H])([H])([H])[H]
698,698,701,[C:1]([O:2][C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:12].[O:2]=[C:3]([C:4]([C:5]([H:13])([H:14])[H:15])([H:10])[H:11])[C:6]([H:16])([H:17])[H:18],"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3","InChI=1S/C4H8O.CH4/c1-3-4(2)5;/h3H2,1-2H3;1H4",93.99969,-5.38722,,[C:1]([O:2][C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])([H:7])([H:8])[H:9]>>[C:1]([H:7])([H:8])([H:9])[H:12].[O:2]=[C:3]([C:4]([C:5]([H:13])([H:14])[H:15])([H:10])[H:11])[C:6]([H:16])([H:17])[H:18],[C:1]([O:2][C:3]([C:4]([H:7])([H:9])[H:12])([C:5]([H:13])([H:17])[H:18])[C:6]([H:8])([H:11])[H:15])([H:10])([H:14])[H:16]>>[C:1]([H:7])([H:8])([H:9])[H:12].[O:2]=[C:3]([C:4]([C:5]([H:13])([H:14])[H:15])([H:10])[H:11])[C:6]([H:16])([H:17])[H:18],[CH3:1][O:6][C:4]([CH3:2])([CH3:3])[CH3:5]>>[CH4:1].[CH3:2][CH2:3][C:4]([CH3:5])=[O:6],[C]([O][C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])([H])([H])[H]>>[C]([H])([H])([H])[H].[O]=[C]([C]([C]([H])([H])[H])([H])[H])[C]([H])([H])[H]
699,699,702,[C:1]([O:2][C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])([H:7])([H:8])[H:9],[C-:1]([O+:2]=[C:3]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])([H:8])[H:9].[C:4]([H:7])([H:10])([H:11])[H:12],"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3","InChI=1S/C4H8O.CH4/c1-4(2)5-3;/h3H2,1-2H3;1H4",85.89036,63.32505,,[C:1]([O:2][C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])([H:7])([H:8])[H:9]>>[C-:1]([O+:2]=[C:3]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])([H:8])[H:9].[C:4]([H:7])([H:10])([H:11])[H:12],[C:1]([O:2][C:3]([H:11])([H:14])[H:18])([C:4]([H:7])([H:13])[H:17])([C:5]([H:8])([H:9])[H:10])[C:6]([H:12])([H:15])[H:16]>>[C-:1]([O+:2]=[C:3]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])([H:8])[H:9].[C:4]([H:7])([H:10])([H:11])[H:12],[CH3:1][C:4]([O:3][CH3:2])([CH3:5])[CH3:6]>>[CH4:1].[CH2-:2][O+:3]=[C:4]([CH3:5])[CH3:6],[C]([O][C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])([H])([H])[H]>>[C-]([O+]=[C]([C]([H])([H])[H])[C]([H])([H])[H])([H])[H].[C]([H])([H])([H])[H]
700,700,703,[C:1]([O:2][C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])([H:7])([H:8])[H:9],[C:1]([O:2][C:4]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9].[C:3]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18],"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",InChI=1S/C3H6.C2H6O/c2*1-3-2/h2*1-2H3,123.74114,96.73802,,[C:1]([O:2][C:3]([C:4]([H:10])([H:11])[H:12])([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18])([H:7])([H:8])[H:9]>>[C:1]([O:2][C:4]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9].[C:3]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18],[C:1]([O:2][C:4]([H:9])([H:10])[H:14])([C:3]([H:7])([H:13])[H:16])([C:5]([H:12])([H:17])[H:18])[C:6]([H:8])([H:11])[H:15]>>[C:1]([O:2][C:4]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9].[C:3]([C:5]([H:13])([H:14])[H:15])[C:6]([H:16])([H:17])[H:18],[C:1]([O:2][CH3:3])([CH3:4])([CH3:5])[CH3:6]>>[CH3:1][O:2][CH3:3].[CH3:4][C:5][CH3:6],[C]([O][C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])([H])([H])[H]>>[C]([O][C]([H])([H])[H])([H])([H])[H].[C]([C]([H])([H])[H])[C]([H])([H])[H]
701,701,704,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([N+:2]1([H:10])[C:3]([H:11])=[C:4]([O-:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],"InChI=1S/C4H7NO/c1-5-2-4(6)3-5/h2-3H2,1H3","InChI=1S/C4H7NO/c1-5-2-4(6)3-5/h2,6H,3H2,1H3",59.78798,26.98778,,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C:1]([N+:2]1([H:10])[C:3]([H:11])=[C:4]([O-:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([N:2]1[C:3]([H:10])([H:13])[C:4](=[O:5])[C:6]1([H:7])[H:8])([H:9])([H:11])[H:12]>>[C:1]([N+:2]1([H:10])[C:3]([H:11])=[C:4]([O-:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[CH3:1][N:2]1[CH2:3][C:4](=[O:5])[CH2:6]1>>[CH3:1][NH+:2]1[CH:3]=[C:4]([O-:5])[CH2:6]1,[C]([N]1[C]([H])([H])[C](=[O])[C]1([H])[H])([H])([H])[H]>>[C]([N+]1([H])[C]([H])=[C]([O-])[C]1([H])[H])([H])([H])[H]
702,702,705,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([N+:2]12[C:3]([H:10])([H:11])[C-:4]([O:5]1)[C:6]2([H:12])[H:13])([H:7])([H:8])[H:9],"InChI=1S/C4H7NO/c1-5-2-4(6)3-5/h2-3H2,1H3","InChI=1S/C4H7NO/c1-5-2-4(3-5)6-5/h2-3H2,1H3",133.10646,124.8237,,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C:1]([N+:2]12[C:3]([H:10])([H:11])[C-:4]([O:5]1)[C:6]2([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([N:2]1[C:4]([H:11])([H:12])[C:3](=[O:5])[C:6]1([H:7])[H:9])([H:8])([H:10])[H:13]>>[C:1]([N+:2]12[C:3]([H:10])([H:11])[C-:4]([O:5]1)[C:6]2([H:12])[H:13])([H:7])([H:8])[H:9],[CH3:1][N:2]1[CH2:3][C:4](=[O:6])[CH2:5]1>>[CH3:1][N+:2]12[CH2:3][C-:4]([CH2:5]1)[O:6]2,[C]([N]1[C]([H])([H])[C](=[O])[C]1([H])[H])([H])([H])[H]>>[C]([N+]12[C]([H])([H])[C-]([O]1)[C]2([H])[H])([H])([H])[H]
703,703,706,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4]([O:5][H:12])=[C:6]1[H:13])([H:7])([H:8])[H:9],"InChI=1S/C4H7NO/c1-5-2-4(6)3-5/h2-3H2,1H3","InChI=1S/C4H7NO/c1-5-2-4(6)3-5/h2,6H,3H2,1H3",75.43848,17.81588,ketoenol,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4]([O:5][H:12])=[C:6]1[H:13])([H:7])([H:8])[H:9],[C:1]1([H:11])([H:12])[N:2]([C:4]([H:7])([H:9])[H:13])[C:3]([H:8])([H:10])[C:6]1=[O:5]>>[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4]([O:5][H:12])=[C:6]1[H:13])([H:7])([H:8])[H:9],[CH3:1][N:2]1[CH2:3][C:4](=[O:5])[CH2:6]1>>[CH3:1][N:2]1[CH:3]=[C:4]([OH:5])[CH2:6]1,[C]([N]1[C]([H])([H])[C](=[O])[C]1([H])[H])([H])([H])[H]>>[C]([N]1[C]([H])([H])[C]([O][H])=[C]1[H])([H])([H])[H]
704,704,707,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([N:2]=[C:6]([H:12])[H:13])([H:7])([H:8])[H:9].[C:3](=[C:4]=[O:5])([H:10])[H:11],"InChI=1S/C4H7NO/c1-5-2-4(6)3-5/h2-3H2,1H3","InChI=1S/C2H5N.C2H2O/c1-3-2;1-2-3/h1H2,2H3;1H2",48.27374,10.676,,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C:1]([N:2]=[C:6]([H:12])[H:13])([H:7])([H:8])[H:9].[C:3](=[C:4]=[O:5])([H:10])[H:11],[C:1]([N:2]1[C:3]([H:10])([H:13])[C:4](=[O:5])[C:6]1([H:9])[H:11])([H:7])([H:8])[H:12]>>[C:1]([N:2]=[C:6]([H:12])[H:13])([H:7])([H:8])[H:9].[C:3](=[C:4]=[O:5])([H:10])[H:11],[CH2:1]1[C:2](=[O:3])[CH2:6][N:5]1[CH3:4]>>[CH2:1]=[C:2]=[O:3].[CH2:4]=[N:5][CH3:6],[C]([N]1[C]([H])([H])[C](=[O])[C]1([H])[H])([H])([H])[H]>>[C]([N]=[C]([H])[H])([H])([H])[H].[C](=[C]=[O])([H])[H]
705,705,708,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([N+:2]1=[C:6]([H:12])[C:4]([O-:5])=[C:3]1[H:11])([H:7])([H:8])[H:9].[H:10][H:13],"InChI=1S/C4H7NO/c1-5-2-4(6)3-5/h2-3H2,1H3","InChI=1S/C4H5NO.H2/c1-5-2-4(6)3-5;/h2-3H,1H3;1H",76.68725,67.47722,,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C:1]([N+:2]1=[C:6]([H:12])[C:4]([O-:5])=[C:3]1[H:11])([H:7])([H:8])[H:9].[H:10][H:13],[C:1]1(=[O:5])[C:3]([H:8])([H:9])[N:2]([C:6]([H:7])([H:10])[H:12])[C:4]1([H:11])[H:13]>>[C:1]([N+:2]1=[C:6]([H:12])[C:4]([O-:5])=[C:3]1[H:11])([H:7])([H:8])[H:9].[H:10][H:13],[CH3:1][N:2]1[CH2:3][C:4](=[O:5])[CH2:6]1>>[CH3:1][N+:2]1=[CH:3][C:4]([O-:5])=[CH:6]1.[H:7][H:8],[C]([N]1[C]([H])([H])[C](=[O])[C]1([H])[H])([H])([H])[H]>>[C]([N+]1=[C]([H])[C]([O-])=[C]1[H])([H])([H])[H].[H][H]
706,706,709,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[C-:4]#[O+:5].[C:1]([N+:2]([C-:3]([H:10])[H:11])=[C:6]([H:12])[H:13])([H:7])([H:8])[H:9],"InChI=1S/C4H7NO/c1-5-2-4(6)3-5/h2-3H2,1H3","InChI=1S/C3H7N.CO/c1-4(2)3;1-2/h1-2H2,3H3;",34.95981,26.86702,,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C-:4]#[O+:5].[C:1]([N+:2]([C-:3]([H:10])[H:11])=[C:6]([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]1([H:8])([H:13])[N:2]([C:3]([H:10])([H:11])[H:12])[C:4]([H:7])([H:9])[C:6]1=[O:5]>>[C-:4]#[O+:5].[C:1]([N+:2]([C-:3]([H:10])[H:11])=[C:6]([H:12])[H:13])([H:7])([H:8])[H:9],[CH2:1]1[N:2]([CH3:3])[CH2:4][C:5]1=[O:6]>>[CH2:1]=[N+:2]([CH2-:3])[CH3:4].[C-:5]#[O+:6],[C]([N]1[C]([H])([H])[C](=[O])[C]1([H])[H])([H])([H])[H]>>[C-]#[O+].[C]([N+]([C-]([H])[H])=[C]([H])[H])([H])([H])[H]
707,707,710,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]1([H:7])([H:9])[N:2]([H:8])[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13],"InChI=1S/C4H7NO/c1-5-2-4(6)3-5/h2-3H2,1H3","InChI=1S/C4H7NO/c6-4-1-2-5-3-4/h5H,1-3H2",80.91864,-23.58723,,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C:1]1([H:7])([H:9])[N:2]([H:8])[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13],[C:1]1(=[O:5])[C:3]([H:9])([H:11])[N:2]([C:4]([H:8])([H:10])[H:12])[C:6]1([H:7])[H:13]>>[C:1]1([H:7])([H:9])[N:2]([H:8])[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13],[O:1]=[C:2]1[CH2:4][N:5]([CH3:3])[CH2:6]1>>[O:1]=[C:2]1[CH2:3][CH2:4][NH:5][CH2:6]1,[C]([N]1[C]([H])([H])[C](=[O])[C]1([H])[H])([H])([H])[H]>>[C]1([H])([H])[N]([H])[C]([H])([H])[C](=[O])[C]1([H])[H]
708,708,711,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]([O:5][C:4]12[N:2]([C:3]1([H:10])[H:11])[C:6]2([H:12])[H:13])([H:7])([H:8])[H:9],"InChI=1S/C4H7NO/c1-5-2-4(6)3-5/h2-3H2,1H3","InChI=1S/C4H7NO/c1-6-4-2-5(4)3-4/h2-3H2,1H3",106.91727,35.20985,,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C:1]([O:5][C:4]12[N:2]([C:3]1([H:10])[H:11])[C:6]2([H:12])[H:13])([H:7])([H:8])[H:9],[C:1]1([H:8])([H:13])[N:2]([C:6]([H:9])([H:11])[H:12])[C:4]([H:7])([H:10])[C:3]1=[O:5]>>[C:1]([O:5][C:4]12[N:2]([C:3]1([H:10])[H:11])[C:6]2([H:12])[H:13])([H:7])([H:8])[H:9],[CH3:1][N:5]1[CH2:4][C:3](=[O:2])[CH2:6]1>>[CH3:1][O:2][C:3]12[CH2:4][N:5]1[CH2:6]2,[C]([N]1[C]([H])([H])[C](=[O])[C]1([H])[H])([H])([H])[H]>>[C]([O][C]12[N]([C]1([H])[H])[C]2([H])[H])([H])([H])[H]
709,709,712,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],[C:1](=[N+:2]1[C:3]([H:10])([H:11])[C:4]([O-:5])=[C:6]1[H:13])([H:7])[H:9].[H:8][H:12],"InChI=1S/C4H7NO/c1-5-2-4(6)3-5/h2-3H2,1H3","InChI=1S/C4H5NO.H2/c1-5-2-4(6)3-5;/h2H,1,3H2;1H",60.64347,36.08169,,[C:1]([N:2]1[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]1([H:12])[H:13])([H:7])([H:8])[H:9]>>[C:1](=[N+:2]1[C:3]([H:10])([H:11])[C:4]([O-:5])=[C:6]1[H:13])([H:7])[H:9].[H:8][H:12],[C:1]1([H:9])([H:11])[N:2]([C:4]([H:8])([H:10])[H:13])[C:6]([H:7])([H:12])[C:3]1=[O:5]>>[C:1](=[N+:2]1[C:3]([H:10])([H:11])[C:4]([O-:5])=[C:6]1[H:13])([H:7])[H:9].[H:8][H:12],[CH2:1]1[N:2]([CH3:3])[CH2:6][C:4]1=[O:5]>>[CH2:1]=[N+:2]1[CH:3]=[C:4]([O-:5])[CH2:6]1.[H:7][H:8],[C]([N]1[C]([H])([H])[C](=[O])[C]1([H])[H])([H])([H])[H]>>[C](=[N+]1[C]([H])([H])[C]([O-])=[C]1[H])([H])[H].[H][H]
710,710,713,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6],[C:2](=[C:3]([H:9])[H:10])([H:7])[H:8].[C:4](=[O:5])([H:11])[H:12].[O:1]([H:6])[H:13],"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",InChI=1S/C2H4.CH2O.H2O/c2*1-2;/h1-2H2;1H2;1H2,63.59694,27.09463,,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6]>>[C:2](=[C:3]([H:9])[H:10])([H:7])[H:8].[C:4](=[O:5])([H:11])[H:12].[O:1]([H:6])[H:13],[O:1]([C:3]([C:4]([C:2]([O:5][H:7])([H:10])[H:11])([H:6])[H:12])([H:8])[H:13])[H:9]>>[C:2](=[C:3]([H:9])[H:10])([H:7])[H:8].[C:4](=[O:5])([H:11])[H:12].[O:1]([H:6])[H:13],[CH2:1]([CH2:2][OH:5])[CH2:3][OH:4]>>[CH2:1]=[CH2:2].[CH2:3]=[O:4].[OH2:5],[O]([C]([C]([C]([O][H])([H])[H])([H])[H])([H])[H])[H]>>[C](=[C]([H])[H])([H])[H].[C](=[O])([H])[H].[O]([H])[H]
711,711,714,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6],[O:1]([C:2]([C:3]([C:4][H:11])([H:9])[H:10])([H:7])[H:8])[H:6].[O:5]([H:12])[H:13],"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2","InChI=1S/C3H6O.H2O/c1-2-3-4;/h1,4H,2-3H2;1H2",81.05662,87.71691,,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6]>>[O:1]([C:2]([C:3]([C:4][H:11])([H:9])[H:10])([H:7])[H:8])[H:6].[O:5]([H:12])[H:13],[O:1]([C:3]([C:4]([C:2]([O:5][H:11])([H:8])[H:13])([H:7])[H:9])([H:6])[H:10])[H:12]>>[O:1]([C:2]([C:3]([C:4][H:11])([H:9])[H:10])([H:7])[H:8])[H:6].[O:5]([H:12])[H:13],[OH:1][CH2:3][CH2:4][CH2:2][OH:5]>>[OH2:1].[CH:2][CH2:3][CH2:4][OH:5],[O]([C]([C]([C]([O][H])([H])[H])([H])[H])([H])[H])[H]>>[O]([C]([C]([C][H])([H])[H])([H])[H])[H].[O]([H])[H]
712,712,715,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6],[H:6][H:11].[O:1]([C:2]([C:3]([C:4](=[O:5])[H:12])([H:9])[H:10])([H:7])[H:8])[H:13],"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2","InChI=1S/C3H6O2.H2/c4-2-1-3-5;/h2,5H,1,3H2;1H",67.1352,16.27939,,[O:1]([C:2]([C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8])[H:6]>>[H:6][H:11].[O:1]([C:2]([C:3]([C:4](=[O:5])[H:12])([H:9])[H:10])([H:7])[H:8])[H:13],[O:1]([C:2]([C:3]([C:4]([O:5][H:7])([H:8])[H:12])([H:9])[H:10])([H:6])[H:11])[H:13]>>[H:6][H:11].[O:1]([C:2]([C:3]([C:4](=[O:5])[H:12])([H:9])[H:10])([H:7])[H:8])[H:13],[OH:1][CH2:2][CH2:3][CH2:4][OH:5]>>[O:1]=[CH:2][CH2:3][CH2:4][OH:5].[H:6][H:7],[O]([C]([C]([C]([O][H])([H])[H])([H])[H])([H])[H])[H]>>[H][H].[O]([C]([C]([C](=[O])[H])([H])[H])([H])[H])[H]
